Gene stable ID,Gene name,Gene start (bp),Gene end (bp)
ENSG00000281920,AC007389.3,65623272,65628424
ENSG00000221507,RNU6ATAC40P,144451681,144451817
ENSG00000267022,AC067968.1,44025354,44087318
ENSG00000214533,KRT18P33,65666695,65667737
ENSG00000280257,AC007741.1,65790039,65793533
ENSG00000227293,AC118345.1,66235377,66236213
ENSG00000196511,TPK1,144451941,144836395
ENSG00000225815,AC092669.1,66327349,66328984
ENSG00000178386,ZNF223,44051367,44067999
ENSG00000260671,AC010536.2,87739771,87747706
ENSG00000260498,AC126696.3,87773304,87779374
ENSG00000264525,MIR4778,66358249,66358328
ENSG00000232164,LINC01873,66383306,66392450
ENSG00000226819,MEIS1-AS3,66426735,66433470
ENSG00000260177,AC126696.1,87780134,87806476
ENSG00000103257,SLC7A5,87830023,87869507
ENSG00000186026,ZNF284,44072159,44089613
ENSG00000277247,AC083809.1,70570969,70571440
ENSG00000253021,RNU6-902P,44085213,44085303
ENSG00000267680,ZNF224,44094339,44109886
ENSG00000153233,PTPRR,70638073,70920738
ENSG00000114388,NPRL2,50347330,50350826
ENSG00000278598,MIR6775,87834592,87834660
ENSG00000143995,MEIS1,66433452,66573869
ENSG00000260466,AC126696.2,87836532,87837663
ENSG00000174990,CA5A,87881546,87936580
ENSG00000186019,AC021092.1,44103007,44113183
ENSG00000256294,ZNF225,44112181,44134822
ENSG00000270385,AC133539.1,87892955,87893735
ENSG00000260443,AC127455.1,87945058,87945202
ENSG00000243746,EEF1A1P10,144647186,144648575
ENSG00000263002,ZNF234,44141554,44160313
ENSG00000200673,RN7SKP174,144849755,144850084
ENSG00000236343,EI24P4,145005058,145006135
ENSG00000214035,AC073310.1,145009961,145010993
ENSG00000225918,RPL7P59,145039999,145040941
ENSG00000226592,AC004911.1,145269514,145270384
ENSG00000231839,DPY19L4P2,145583197,145584817
ENSG00000230746,AC006007.1,145675679,145681369
ENSG00000280144,AC073308.1,146050062,146050366
ENSG00000174469,CNTNAP2,146116002,148420998
ENSG00000287035,AC138470.2,44162527,44164955
ENSG00000172530,BANP,87949244,88077318
ENSG00000167380,ZNF226,44165073,44178381
ENSG00000121753,ADGRB2,31727117,31764893
ENSG00000253269,AC008680.1,169772966,169779365
ENSG00000204767,INSYN2B,169861303,169980495
ENSG00000263831,MIR378E,170028488,170028566
ENSG00000168269,FOXI1,170105897,170109734
ENSG00000253219,KRT18P41,170140664,170141940
ENSG00000249601,LINC01187,170191579,170199141
ENSG00000230749,MEIS1-AS2,66439088,66444221
ENSG00000234511,C5orf58,170232447,170252575
ENSG00000232046,LINC01798,66574030,66731223
ENSG00000274127,AC073418.1,146208665,146208819
ENSG00000274118,Y_RNA,146311720,146311822
ENSG00000236795,CNTNAP2-AS1,147080934,147097609
ENSG00000226857,DUTP3,147146342,147146756
ENSG00000232391,RANP2,147167344,147167572
ENSG00000221442,MIR548F4,147378017,147378121
ENSG00000230190,AC005518.1,147671711,147673143
ENSG00000043462,LCP2,170246233,170297815
ENSG00000270634,AC005518.2,147704294,147704575
ENSG00000207318,RNU6-1184P,147831770,147831877
ENSG00000251936,RNA5SP249,147849884,147849982
ENSG00000242266,RN7SL456P,147940007,147940301
ENSG00000199370,U3,148389645,148389859
ENSG00000243374,RN7SL72P,148438309,148438577
ENSG00000274133,AC083849.1,148445786,148446299
ENSG00000237179,LINC01797,66696190,66703252
ENSG00000283504,AC006974.1,148473599,148503458
ENSG00000283648,AC006974.2,148543677,148572177
ENSG00000213210,AC005229.2,148580401,148580799
ENSG00000287636,AC005229.5,148584818,148625479
ENSG00000170279,C7orf33,148590766,148615860
ENSG00000224071,DNMT3AP1,66820684,66822570
ENSG00000230355,AC009474.1,66881087,66881222
ENSG00000213209,AC005229.1,148637179,148637587
ENSG00000230525,LINC01799,66904436,66971462
ENSG00000270200,AC005229.3,148649547,148650240
ENSG00000273314,AC005229.4,148696467,148698664
ENSG00000232688,LINC01628,66921510,66922482
ENSG00000223859,AC007403.1,67040546,67041966
ENSG00000235885,LINC01828,67086446,67311439
ENSG00000055130,CUL1,148697914,148801110
ENSG00000288615,AC034199.2,170306557,170307606
ENSG00000235172,LINC01366,170307722,170335508
ENSG00000236780,LINC01829,67123357,67397980
ENSG00000114395,CYB561D2,50350845,50358460
ENSG00000250274,AC034199.1,170308701,170312806
ENSG00000236605,AC023115.1,67324627,67325304
ENSG00000198561,CTNND1,57753243,57819546
ENSG00000182132,KCNIP1,170353487,170736632
ENSG00000257302,FAHD2P1,70671918,70672856
ENSG00000207387,Y_RNA,70906917,70907018
ENSG00000257265,AC123905.1,71007773,71032083
ENSG00000257454,AC025575.1,71034122,71104526
ENSG00000143971,ETAA1,67397322,67412089
ENSG00000258053,AC025575.2,71047402,71118247
ENSG00000127324,TSPAN8,71125085,71441898
ENSG00000261193,AC134312.4,88079161,88087383
ENSG00000260166,AC134312.3,88087241,88089970
ENSG00000205037,AC134312.1,88088041,88100985
ENSG00000260162,AC134312.2,88177289,88178646
ENSG00000224173,LINC02831,67562067,67620545
ENSG00000272104,Z84492.2,50350892,50367923
ENSG00000261327,AC134312.5,88177298,88186929
ENSG00000126062,TMEM115,50354750,50359521
ENSG00000260420,LINC02182,88186605,88195217
ENSG00000261816,AC134312.6,88191486,88193667
ENSG00000261273,AC138512.1,88234785,88302511
ENSG00000225614,ZNF469,88382959,88440757
ENSG00000179588,ZFPM1,88453280,88537031
ENSG00000139292,LGR5,71439798,71586310
ENSG00000145936,KCNMB1,170374671,170389634
ENSG00000235495,AC007422.1,67565604,67684077
ENSG00000286002,AC010987.1,67677499,67680798
ENSG00000263456,MIR5189,88468918,88469031
ENSG00000261744,AC116552.1,88512960,88531053
ENSG00000237013,LINC01812,67796054,67825562
ENSG00000235968,FBXL12P1,68023694,68024766
ENSG00000131115,ZNF227,44207547,44237268
ENSG00000158545,ZC3H18,88570403,88631964
ENSG00000253647,KCNIP1-OT1,170389493,170422844
ENSG00000253858,AC008619.1,170483806,170486407
ENSG00000253591,KCNIP1-AS1,170639158,170681437
ENSG00000253348,AC008514.1,170747047,170788650
ENSG00000197223,C1D,68041130,68110948
ENSG00000007402,CACNA2D2,50362613,50504244
ENSG00000094755,GABRP,170763350,170814047
ENSG00000266580,MIR4254,31758660,31758735
ENSG00000254545,AL354919.2,31789130,31791322
ENSG00000284932,AC017083.4,68117026,68117200
ENSG00000159917,ZNF235,44228729,44305046
ENSG00000124391,IL17C,88638572,88640468
ENSG00000134668,SPOCD1,31790422,31816051
ENSG00000243667,WDR92,68122936,68157549
ENSG00000051523,CYBA,88643289,88651054
ENSG00000279103,AC138470.1,44246478,44248374
ENSG00000159915,ZNF233,44259880,44275317
ENSG00000236259,PPIAP64,68125265,68125747
ENSG00000277223,AC090116.1,71448405,71448850
ENSG00000273398,AC017083.3,68131238,68261230
ENSG00000288530,AC078860.3,71582293,71583852
ENSG00000257761,AC078860.2,71587642,71594404
ENSG00000167508,MVD,88651935,88663161
ENSG00000204764,RANBP17,170861870,171300015
ENSG00000133858,ZFC3H1,71609599,71667725
ENSG00000115946,PNO1,68157888,68176238
ENSG00000106462,EZH2,148807383,148884321
ENSG00000270679,AC138473.1,44290081,44290911
ENSG00000267590,NDUFA3P1,44297104,44297355
ENSG00000062370,ZNF112,44326555,44367217
ENSG00000221823,PPP3R1,68178857,68256237
ENSG00000273275,AC017083.2,68179833,68180532
ENSG00000267173,AC245748.1,44329695,44401608
ENSG00000273064,AC017083.1,68252870,68253848
ENSG00000260630,SNAI3-AS1,88663298,88687278
ENSG00000119865,CNRIP1,68284171,68320051
ENSG00000267508,ZNF285,44382298,44401608
ENSG00000212461,AC078860.1,71639355,71639483
ENSG00000203620,AL354919.1,31842019,31855568
ENSG00000173451,THAP2,71664301,71680644
ENSG00000269967,AL136115.2,31851913,31921841
ENSG00000203395,AC015969.1,68361214,68365584
ENSG00000185669,SNAI3,88677688,88686507
ENSG00000258064,AC073612.1,71674204,71698968
ENSG00000115956,PLEK,68365282,68397453
ENSG00000139291,TMEM19,71686082,71705047
ENSG00000184007,PTP4A2,31906421,31944856
ENSG00000158717,RNF166,88696499,88706408
ENSG00000267188,AC245748.2,44392439,44448452
ENSG00000278318,ZNF229,44417519,44448578
ENSG00000229462,AC127383.1,68445710,68449174
ENSG00000257515,AC011601.1,71709171,71710374
ENSG00000080371,RAB21,71754863,71800286
ENSG00000204923,FBXO48,68459422,68467294
ENSG00000169621,APLF,68467572,68655862
ENSG00000259813,AC138028.3,88696501,88698610
ENSG00000257410,AC089984.1,71793855,71799627
ENSG00000257991,AC089984.2,71835034,71835396
ENSG00000176761,ZNF285B,44467641,44473227
ENSG00000167384,ZNF180,44474428,44500524
ENSG00000174177,CTU2,88706483,88715396
ENSG00000228634,AL136115.1,31933020,31933975
ENSG00000284702,AL136115.3,31972189,31987034
ENSG00000121774,KHDRBS1,32013868,32060850
ENSG00000214525,AC130709.1,68528241,68529452
ENSG00000169618,PROKR1,68643579,68658251
ENSG00000121749,TBC1D15,71839707,71927248
ENSG00000203325,AL445248.1,32052291,32073474
ENSG00000163219,ARHGAP25,68679601,68826833
ENSG00000121775,TMEM39B,32072031,32102866
ENSG00000251712,RNU7-20P,148821012,148821073
ENSG00000275586,Metazoa_SRP,148876018,148876286
ENSG00000239468,RN7SL569P,148890226,148890513
ENSG00000286180,AC073140.2,148940265,148941228
ENSG00000286171,AC073140.1,148941483,148941638
ENSG00000252316,RNY4,148963315,148963410
ENSG00000202354,RNY3,148983755,148983856
ENSG00000201098,RNY1,148987136,148987248
ENSG00000281189,GHET1,148987527,148989432
ENSG00000155660,PDIA4,149003062,149028662
ENSG00000273777,CEACAM20,44501677,44529788
ENSG00000244501,RN7SL623P,170866835,170867144
ENSG00000253966,AC008514.2,170896929,170904461
ENSG00000253213,USP12P1,171251866,171252982
ENSG00000275038,AC091980.2,171305980,171309777
ENSG00000164438,TLX3,171309248,171312139
ENSG00000202528,RNU6-650P,149033057,149033167
ENSG00000213393,AC091980.1,171345343,171345630
ENSG00000234565,COX6B1P1,149053961,149054173
ENSG00000265740,RN7SL339P,171359117,171359412
ENSG00000254256,RPSAP71,171365595,171367693
ENSG00000197362,ZNF786,149069641,149090782
ENSG00000206909,SNORA70J,171366118,171366252
ENSG00000254012,RPL10P8,171366299,171366611
ENSG00000264249,MIR3912,171386656,171386760
ENSG00000266203,MIR5585,32086949,32087007
ENSG00000276493,Metazoa_SRP,32087523,32087813
ENSG00000204947,ZNF425,149102784,149126324
ENSG00000181163,NPM1,171387116,171411810
ENSG00000025800,KPNA6,32108056,32176563
ENSG00000278341,AC138028.6,88708956,88710437
ENSG00000103335,PIEZO1,88715338,88785220
ENSG00000240877,RN7SL521P,149125690,149125986
ENSG00000197024,ZNF398,149126416,149183042
ENSG00000228329,LINC01890,68822855,68837235
ENSG00000239719,AC004890.1,149191043,149191223
ENSG00000267614,AC245748.3,44536263,44536613
ENSG00000170265,ZNF282,149195546,149226238
ENSG00000230666,CEACAM22P,44537058,44620821
ENSG00000237576,LINC01888,68832014,68837726
ENSG00000250135,AL049795.2,32170733,32176568
ENSG00000224366,AC243964.1,44570304,44570564
ENSG00000163217,BMP10,68860909,68871397
ENSG00000216588,IGSF23,44613563,44636781
ENSG00000283586,GKN3P,68921248,68926834
ENSG00000084652,TXLNA,32179675,32198285
ENSG00000183607,GKN2,68945232,68952893
ENSG00000170260,ZNF212,149239651,149255606
ENSG00000266903,AC243964.3,44631573,44725217
ENSG00000204946,ZNF783,149262171,149297302
ENSG00000257802,MRS2P2,71849228,71850428
ENSG00000169605,GKN1,68974573,68980980
ENSG00000073008,PVR,44643798,44666162
ENSG00000139287,TPH2,71938845,72186618
ENSG00000160050,CCDC28B,32200595,32205387
ENSG00000271664,AC004890.3,149275619,149277992
ENSG00000284585,MIR4722,88716278,88716337
ENSG00000260121,AC138028.4,88718615,88720459
ENSG00000244560,AC004890.2,149285281,149297312
ENSG00000224888,AC138028.2,88731180,88741425
ENSG00000260617,AC138028.5,88741631,88742367
ENSG00000182376,AC138028.1,88742767,88745748
ENSG00000258115,AC090109.1,72046149,72057377
ENSG00000167513,CDT1,88803789,88809258
ENSG00000072657,TRHDE,72087266,72670758
ENSG00000231397,AC004941.2,149321865,149322092
ENSG00000215311,NPM1P12,149334024,149334857
ENSG00000224066,AL049795.1,32204769,32206814
ENSG00000228151,AC004941.1,149398204,149401456
ENSG00000261842,AC073314.1,149422675,149424890
ENSG00000196453,ZNF777,149431363,149461062
ENSG00000160051,IQCC,32205671,32208682
ENSG00000181220,ZNF746,149472696,149497817
ENSG00000283673,MIR4531,44653686,44653732
ENSG00000222046,DCDC2B,32209094,32216196
ENSG00000186567,CEACAM19,44662278,44684359
ENSG00000169604,ANTXR1,69013179,69249327
ENSG00000133624,ZNF767P,149547154,149624752
ENSG00000198931,APRT,88809339,88811937
ENSG00000160055,TMEM234,32214472,32222359
ENSG00000279095,AC243964.4,44664131,44666158
ENSG00000213892,CEACAM16,44699151,44710718
ENSG00000133619,KRBA1,149714781,149734575
ENSG00000252200,AC243964.2,44725984,44726058
ENSG00000069399,BCL3,44747705,44760044
ENSG00000236333,TRHDE-AS1,72249964,72276954
ENSG00000141012,GALNS,88813734,88856970
ENSG00000284258,MIR8085,44758657,44758721
ENSG00000253027,SNORA70,44764950,44765100
ENSG00000236807,AC092066.1,44765148,44765464
ENSG00000142273,CBLC,44777869,44800652
ENSG00000257287,H3P35,72431722,72432075
ENSG00000257723,CHCHD3P2,72610678,72611316
ENSG00000258235,AC133480.1,72727923,72728844
ENSG00000258294,AC090503.2,73115957,73143858
ENSG00000258123,LINC02444,73159190,73208317
ENSG00000257682,AC090503.1,73203815,73206835
ENSG00000243164,AC087879.1,73648666,73649039
ENSG00000252415,RNU6-1012P,73679188,73679296
ENSG00000257750,LINC02445,73758657,73846188
ENSG00000201809,U8,73764279,73764413
ENSG00000251138,LINC02882,73820315,74402600
ENSG00000285128,AC092306.1,44803701,44804010
ENSG00000187244,BCAM,44809071,44821421
ENSG00000167515,TRAPPC2L,88856220,88862686
ENSG00000181444,ZNF467,149764182,149773588
ENSG00000084623,EIF3I,32221077,32245397
ENSG00000257587,AC136188.1,73906940,73919337
ENSG00000258332,LINC02394,74039024,74049981
ENSG00000258320,AC090502.3,74170445,74171830
ENSG00000197558,SSPOP,149776042,149833979
ENSG00000257183,AC090502.2,74248637,74283669
ENSG00000257113,AC090502.1,74274952,74275231
ENSG00000271858,Z84492.1,50365334,50368197
ENSG00000257364,VENTXP3,74292324,74293096
ENSG00000253719,ATXN7L3B,74537835,74545430
ENSG00000257386,AC025257.1,74538145,74538633
ENSG00000257323,AC123904.2,74656561,74656860
ENSG00000202322,RNA5SP131,50419781,50419899
ENSG00000188646,AC123904.1,74663774,74664141
ENSG00000257998,AC123904.3,74728038,74728851
ENSG00000257434,AC073525.1,75020969,75044793
ENSG00000286347,AC114802.1,69030042,69033637
ENSG00000266649,MIR3126,69103682,69103755
ENSG00000251850,RNA5SP96,69181897,69182003
ENSG00000088543,C3orf18,50558025,50571027
ENSG00000205022,PABPN1L,88863333,88866660
ENSG00000199460,RNU6-1216P,69182877,69182983
ENSG00000271597,AC112230.1,69251818,69252364
ENSG00000166006,KCNC2,75040077,75209839
ENSG00000106479,ZNF862,149838375,149867479
ENSG00000130202,NECTIN2,44846175,44889223
ENSG00000198380,GFPT1,69319780,69387250
ENSG00000129993,CBFA2T3,88874858,88977207
ENSG00000280149,AC004877.2,149851572,149852170
ENSG00000273419,AC004877.1,149858400,149862492
ENSG00000204934,ATP6V0E2-AS1,149867697,149880610
ENSG00000171130,ATP6V0E2,149872968,149891204
ENSG00000254451,CAPS2-AS1,75234740,75298508
ENSG00000258112,CCNG2P1,75257635,75258634
ENSG00000114735,HEMK1,50569152,50596168
ENSG00000180881,CAPS2,75275979,75390928
ENSG00000273293,AC093458.1,149881359,149881580
ENSG00000259881,AC092384.2,88881038,88887136
ENSG00000279536,AC093458.2,149881477,149882105
ENSG00000273011,AC092681.3,149890739,149891416
ENSG00000224016,AC092681.1,149891191,149909704
ENSG00000260555,AC092681.2,150000752,150005124
ENSG00000267282,AC011481.2,44882027,44890876
ENSG00000261226,AC092384.3,88936779,88939651
ENSG00000205018,AC092384.1,88939789,88951524
ENSG00000259989,AC135782.2,88984032,88995369
ENSG00000241449,AC092666.1,150033653,150076655
ENSG00000256982,AC135782.1,89046172,89052966
ENSG00000130204,TOMM40,44890569,44903689
ENSG00000156427,FGF18,171419647,171457626
ENSG00000176715,ACSF3,89088375,89164121
ENSG00000280382,AC096920.1,50599879,50601148
ENSG00000114737,CISH,50606489,50611774
ENSG00000288639,AC093246.1,171420016,171436172
ENSG00000285914,AC022440.1,171724575,171737519
ENSG00000253110,AC011410.1,171773652,171774739
ENSG00000185662,SMIM23,171782432,171796126
ENSG00000276538,AC092666.2,150047609,150047854
ENSG00000286912,AC006008.1,150234194,150237608
ENSG00000106526,ACTR3C,150243916,150323725
ENSG00000114738,MAPKAPK3,50611520,50649291
ENSG00000072803,FBXW11,171861549,172006873
ENSG00000220785,MTMR9LP,32231658,32241620
ENSG00000252250,Y_RNA,69334600,69334692
ENSG00000188707,ZBED6CL,150322639,150332721
ENSG00000127399,LRRC61,150323263,150338156
ENSG00000183615,FAM167B,32247222,32248856
ENSG00000261305,AC005586.1,150337483,150343346
ENSG00000169599,NFU1,69396113,69437628
ENSG00000106538,RARRES2,150338317,150341662
ENSG00000130203,APOE,44905791,44909393
ENSG00000280087,AC011481.3,44909375,44914968
ENSG00000130208,APOC1,44914247,44919349
ENSG00000240449,REPIN1-AS1,150363777,150372590
ENSG00000261546,AC135782.3,89113175,89115279
ENSG00000180422,LINC00304,89159146,89164245
ENSG00000205015,LINC02138,89166383,89169147
ENSG00000182866,LCK,32251239,32286165
ENSG00000214022,REPIN1,150368189,150374044
ENSG00000072786,STK10,172042079,172188224
ENSG00000129910,CDH15,89171748,89195492
ENSG00000273356,LINC02019,50669989,50672048
ENSG00000088538,DOCK3,50674927,51384198
ENSG00000257823,AC092552.1,75305452,75306357
ENSG00000273987,AC121761.2,75333798,75334486
ENSG00000214855,APOC1P1,44926804,44931386
ENSG00000173401,GLIPR1L1,75334670,75370560
ENSG00000259803,SLC22A31,89195761,89201651
ENSG00000196456,ZNF775,150368790,150398630
ENSG00000267467,APOC4,44942237,44945496
ENSG00000259877,AC009113.1,89215211,89217653
ENSG00000284048,AC073111.2,150379329,150410597
ENSG00000170100,ZNF778,89217703,89237141
ENSG00000224916,APOC4-APOC2,44942238,44949565
ENSG00000239377,ZNF775-AS1,150379854,150383885
ENSG00000180481,GLIPR1L2,75391089,75432688
ENSG00000214360,EFCAB9,172194172,172203454
ENSG00000284691,AC073111.3,150400702,150412470
ENSG00000168246,UBTD2,172209646,172283764
ENSG00000234906,APOC2,44946035,44949565
ENSG00000212529,AC024561.1,172252334,172252478
ENSG00000253218,KLF3P1,172254418,172255439
ENSG00000115977,AAK1,69457997,69674349
ENSG00000242258,LINC00996,150433654,150448140
ENSG00000174705,SH3PXD2B,172325000,172454525
ENSG00000260659,AC009113.2,89226807,89228692
ENSG00000171115,GIMAP8,150450630,150479393
ENSG00000267114,AC011481.1,44950044,44954007
ENSG00000104853,CLPTM1,44954585,44993341
ENSG00000271582,AC073111.1,150484061,150485135
ENSG00000213205,STRADBP1,150512559,150513839
ENSG00000139278,GLIPR1,75480753,75503863
ENSG00000179144,GIMAP7,150514872,150521073
ENSG00000243853,ALDH7A1P3,150541754,150542098
ENSG00000133574,GIMAP4,150567369,150573953
ENSG00000167522,ANKRD11,89267630,89490561
ENSG00000271568,AC069304.3,150603561,150604644
ENSG00000272543,MIR4787,50675080,50675163
ENSG00000232361,AC069304.1,150614061,150614764
ENSG00000228337,PPIAP69,50685551,50685791
ENSG00000213587,AC126120.1,50719482,50719951
ENSG00000287814,AC011407.1,172479274,172536444
ENSG00000133561,GIMAP6,150625375,150632648
ENSG00000235278,ZNF652P1,50786674,50788285
ENSG00000257497,AC121761.1,75483454,75489820
ENSG00000254299,LINC01944,172543403,172559202
ENSG00000240959,ST13P14,50876712,50877657
ENSG00000111615,KRR1,75490863,75511636
ENSG00000280318,AC027309.3,172609094,172609444
ENSG00000214357,NEURL1B,172641263,172691540
ENSG00000270990,AC069304.2,150676833,150677918
ENSG00000145050,MANF,51385291,51389397
ENSG00000106560,GIMAP2,150685697,150693641
ENSG00000244236,RN7SL604P,69516751,69517046
ENSG00000207016,SNORA36C,69520043,69520174
ENSG00000253683,AC027309.2,172656522,172656713
ENSG00000232228,RPL36AP16,69594741,69595058
ENSG00000265160,MIR5003,172662165,172662263
ENSG00000253445,AC027309.1,172690454,172697720
ENSG00000229948,B3GALNT1P1,69597353,69598951
ENSG00000253295,AC022217.2,172755457,172762587
ENSG00000213203,GIMAP1,150716606,150724284
ENSG00000213386,AC022217.1,172762521,172763258
ENSG00000253736,AC022217.3,172762980,172782334
ENSG00000281887,GIMAP1-GIMAP5,150716668,150743646
ENSG00000120129,DUSP1,172768096,172771195
ENSG00000196329,GIMAP5,150722253,150750033
ENSG00000206741,Y_RNA,172779982,172780094
ENSG00000270243,AC022217.4,172785262,172785424
ENSG00000253628,AC110011.1,172816592,172819958
ENSG00000177590,GIMAP3P,150746893,150747728
ENSG00000241134,BET1P1,150749736,150750094
ENSG00000259956,RBM15B,51391285,51397908
ENSG00000113719,ERGIC1,172834251,172952683
ENSG00000106565,TMEM176B,150791285,150801360
ENSG00000145041,DCAF1,51395867,51500002
ENSG00000196975,ANXA4,69644425,69827112
ENSG00000277617,Metazoa_SRP,32269338,32269597
ENSG00000252450,Y_RNA,32286452,32286561
ENSG00000258077,AC078923.1,75563202,75984015
ENSG00000257777,AC022507.1,75600047,75601551
ENSG00000286259,AC078820.2,75649195,75691937
ENSG00000258245,RPL10P13,75688794,75689096
ENSG00000251893,SNORA70,75689152,75689304
ENSG00000258088,AC078820.1,75694010,75698816
ENSG00000116478,HDAC1,32292083,32333635
ENSG00000258091,AC011611.6,75926213,75926467
ENSG00000243420,RN7SL734P,75957833,75958130
ENSG00000257329,AC011611.2,75964440,75967062
ENSG00000198923,AC011611.1,75964799,75964995
ENSG00000139289,PHLDA1,76025447,76033932
ENSG00000204758,AC008429.1,172954786,172959392
ENSG00000257453,AC011611.3,76030494,76031378
ENSG00000254295,AC008429.3,172954907,172957162
ENSG00000002933,TMEM176A,150800403,150805118
ENSG00000037241,RPL26L1,172958729,172969771
ENSG00000257839,AC011611.4,76032658,76033897
ENSG00000164080,RAD54L2,51541144,51668667
ENSG00000187109,NAP1L1,76036585,76084735
ENSG00000175130,MARCKSL1,32333839,32336233
ENSG00000253785,AC008429.2,172975511,172976374
ENSG00000113732,ATP6V0E1,172983771,173035445
ENSG00000233775,AL109945.1,32349194,32350663
ENSG00000162526,TSSK3,32351521,32364312
ENSG00000225828,FAM229A,32361270,32364278
ENSG00000104856,RELB,45001449,45038198
ENSG00000254328,AC008429.4,172986680,172987198
ENSG00000212402,SNORA74B,173020728,173020928
ENSG00000207210,Y_RNA,173052452,173052555
ENSG00000164463,CREBRF,173056352,173139284
ENSG00000002726,AOC1,150824627,150861504
ENSG00000231024,AC092431.1,69700192,69713847
ENSG00000087338,GMCL1,69829660,69881384
ENSG00000160058,BSDC1,32364633,32394731
ENSG00000253439,CDC42P5,173085342,173086210
ENSG00000221015,RNU6ATAC29P,51611438,51611562
ENSG00000253172,AC008378.1,173144162,173145039
ENSG00000113734,BNIP1,173144442,173164387
ENSG00000104859,CLASRP,45039045,45070956
ENSG00000055118,KCNH2,150944961,150978321
ENSG00000275381,AC019206.1,69844509,69844933
ENSG00000270723,RPL23AP92,69873565,69873819
ENSG00000164081,TEX264,51662693,51704323
ENSG00000124380,SNRNP27,69893956,69905575
ENSG00000254200,RPL7AP33,173225836,173226423
ENSG00000183072,NKX2-5,173232109,173235311
ENSG00000059728,MXD1,69897688,69942945
ENSG00000201277,Y_RNA,173254190,173254290
ENSG00000252169,RNA5SP200,173292517,173292619
ENSG00000113739,STC2,173314713,173329503
ENSG00000268218,AC137932.3,89268104,89273044
ENSG00000260279,AC137932.1,89296128,89298317
ENSG00000288063,AC099050.1,51668592,51671176
ENSG00000261253,AC137932.2,89321133,89325110
ENSG00000201595,RNA5SP132,51694465,51694582
ENSG00000261692,AC092120.1,89420075,89422226
ENSG00000287351,AC092120.3,89430988,89453678
ENSG00000252887,RNU6-430P,89443318,89443424
ENSG00000270832,AC092120.2,89458870,89459437
ENSG00000274994,MIR8056,173347455,173347536
ENSG00000199219,RNU6-500P,173362134,173362240
ENSG00000253968,AC016573.1,173383941,173451591
ENSG00000164867,NOS3,150991017,151014588
ENSG00000164082,GRM2,51707068,51718613
ENSG00000253141,AC008632.1,173463484,173484584
ENSG00000253768,AC008663.1,173562478,173573199
ENSG00000254164,AC008663.3,173574938,173576275
ENSG00000224333,GAPDHP20,32402109,32403115
ENSG00000253955,AC008663.2,173578275,173585068
ENSG00000270850,AL356986.1,32421979,32422319
ENSG00000229259,LRRC37A12P,32423214,32426789
ENSG00000263529,RN7SL122P,32457835,32458135
ENSG00000254553,AL033529.1,32465057,32600792
ENSG00000145919,BOD1,173607145,173616659
ENSG00000273274,ZBTB8B,32465072,32496686
ENSG00000244617,ASPRV1,69960089,69962265
ENSG00000160062,ZBTB8A,32539427,32605941
ENSG00000197912,SPG7,89490719,89557766
ENSG00000253959,LINC01863,173642519,173658194
ENSG00000253686,LINC01484,173707614,173746279
ENSG00000253428,LINC01942,173689459,173705849
ENSG00000287003,AC008674.1,173757562,173773164
ENSG00000214686,IQCF6,51778561,51779241
ENSG00000254211,LINC01485,173778527,173809039
ENSG00000285749,AC097636.1,51798803,51833389
ENSG00000176261,ZBTB8OS,32600172,32650903
ENSG00000113742,CPEB4,173888349,173961980
ENSG00000173389,IQCF1,51894876,51903353
ENSG00000207003,RNU6-611P,45047458,45047561
ENSG00000170684,ZNF296,45071500,45076587
ENSG00000224792,IQCF4P,51817603,51819635
ENSG00000267348,GEMIN7-AS1,45076510,45092635
ENSG00000229972,IQCF3,51826883,51830856
ENSG00000142252,GEMIN7,45079195,45091518
ENSG00000007047,MARK4,45079288,45305284
ENSG00000184345,IQCF2,51861615,51863424
ENSG00000200591,Y_RNA,32639951,32640052
ENSG00000241789,RN7SL504P,51872178,51872464
ENSG00000235455,IQCF5-AS1,51873596,51875767
ENSG00000214681,IQCF5,51873721,51875601
ENSG00000287707,AC115284.4,51927071,51932483
ENSG00000114767,RRP9,51933429,51941904
ENSG00000162521,RBBP4,32651142,32686211
ENSG00000041880,PARP3,51942345,51948867
ENSG00000181652,ATG9B,151012209,151024499
ENSG00000185056,C5orf47,173973779,174006140
ENSG00000253109,RPL12P22,174039751,174040240
ENSG00000170091,NSG2,174045706,174243501
ENSG00000104866,PPP1R37,45091396,45148077
ENSG00000280422,AC115284.2,51951849,51953902
ENSG00000180929,GPR62,51955381,51957499
ENSG00000179818,PCBP1-AS1,69962263,70103220
ENSG00000197150,ABCB8,151028422,151047782
ENSG00000267346,EIF5AP3,45128569,45129030
ENSG00000267044,AC005757.1,45135993,45136977
ENSG00000179846,NKPD1,45149750,45160815
ENSG00000007255,TRAPPC6A,45162928,45178237
ENSG00000090097,PCBP4,51957454,51974016
ENSG00000253244,AC113423.1,174056060,174056585
ENSG00000253447,AC113423.2,174081506,174086618
ENSG00000254011,AC011333.1,174173101,174181814
ENSG00000249722,AC025752.1,174329612,174330503
ENSG00000249306,LINC01411,174336295,174532457
ENSG00000213376,GAPDHP71,174513305,174514307
ENSG00000249031,SUMO2P6,174561776,174562063
ENSG00000250256,AC108112.1,174618164,174625775
ENSG00000248929,HIGD1AP3,174632932,174633209
ENSG00000120149,MSX2,174724582,174730896
